url,property_id,found_at
https://www.hemnet.se/bostad/lagenhet-2rum-vastra-kattarp-malmo-kommun-botildenborgsvagen-9b-21465175,21465175,2025-11-15T20:14:03.748493
https://www.hemnet.se/bostad/lagenhet-4rum-arlov-burlovs-kommun-kronetorps-alle-31a-21518565,21518565,2025-11-15T20:14:03.749482
https://www.hemnet.se/bostad/lagenhet-4rum-vellinge-vellinge-kommun-astrakangatan-4c-21529377,21529377,2025-11-15T20:14:03.750505
https://www.hemnet.se/bostad/lagenhet-4rum-vellinge-vellinge-kommun-sodervangsgatan-60b-19542015,19542015,2025-11-15T20:14:03.751551
https://www.hemnet.se/bostad/lagenhet-4rum-pildammarna-malmo-kommun-roskildevagen-15c-21449528,21449528,2025-11-15T20:14:03.752753
https://www.hemnet.se/bostad/lagenhet-3rum-dockan-malmo-kommun-lilla-varvsgatan-51a-21573276,21573276,2025-11-15T20:14:03.753813
https://www.hemnet.se/bostad/lagenhet-4rum-hokopinge-vellinge-kommun-backhusvagen-40-21584323,21584323,2025-11-15T20:14:03.754864
https://www.hemnet.se/bostad/lagenhet-4rum-tygelsjo-malmo-kommun-rodklintsgatan-21b-21525458,21525458,2025-11-15T20:14:03.755924
https://www.hemnet.se/bostad/lagenhet-3rum-bunkeflostrand-malmo-kommun-sadelmakarebyn-2b-21588009,21588009,2025-11-15T20:14:03.756974
https://www.hemnet.se/bostad/lagenhet-2rum-elinegard-limhamn-malmo-kommun-rafsgatan-25-21599762,21599762,2025-11-15T20:14:03.757975
https://www.hemnet.se/bostad/lagenhet-2rum-vastra-hamnen-malmo-kommun-mastgrand-7d-21604130,21604130,2025-11-15T20:14:03.758947
https://www.hemnet.se/bostad/lagenhet-2rum-pildammarna-malmo-kommun-roskildevagen-29-b-21605494,21605494,2025-11-15T20:14:03.759974
https://www.hemnet.se/bostad/lagenhet-2rum-malmo-kommun-torupsgatan-1j-21605986,21605986,2025-11-15T20:14:03.761011
https://www.hemnet.se/bostad/lagenhet-3rum-hammars-park-malmo-kommun-hammars-parkvag-20c-21606497,21606497,2025-11-15T20:14:03.761982
https://www.hemnet.se/bostad/lagenhet-2rum-vastra-hamnen-malmo-kommun-marsgrand-32-21607053,21607053,2025-11-15T20:14:03.763137
https://www.hemnet.se/bostad/lagenhet-3rum-gamla-vaster-malmo-kommun-langgardsgatan-1-21598528,21598528,2025-11-15T20:14:03.764165
https://www.hemnet.se/bostad/lagenhet-4rum-gamla-vaster-malmo-kommun-ostindiefararegatan-5-21608136,21608136,2025-11-15T20:14:03.765219
https://www.hemnet.se/bostad/lagenhet-2rum-dammfri-malmo-kommun-mariedalsvagen-57a-21608721,21608721,2025-11-15T20:14:03.766156
"https://www.hemnet.se/bostad/lagenhet-1,5rum-folkets-park-malmo-kommun-monbijougatan-22-21620679",21620679,2025-11-15T20:14:03.767233
https://www.hemnet.se/bostad/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-branteviksgatan-16-b-21606327,21606327,2025-11-15T20:14:03.768250
https://www.hemnet.se/bostad/lagenhet-4rum-limhamn-malmo-kommun-skivsnacksgrand-6-21607729,21607729,2025-11-15T20:14:03.769398
https://www.hemnet.se/bostad/lagenhet-1rum-triangeln-malmo-kommun-mollevangsgatan-30a-21626021,21626021,2025-11-15T20:14:03.770473
https://www.hemnet.se/bostad/lagenhet-3rum-limhamns-sjostad-malmo-kommun-formgatan-28-21616266,21616266,2025-11-15T20:14:03.771536
https://www.hemnet.se/bostad/lagenhet-2rum-lomma-kommun-esplanaden-14-21627568,21627568,2025-11-15T20:14:03.772507
https://www.hemnet.se/bostad/lagenhet-1rum-nobeltorget-malmo-kommun-torekovsgatan-22d-21628026,21628026,2025-11-15T20:14:03.773499
https://www.hemnet.se/bostad/lagenhet-5rum-limhamn-on-malmo-kommun-sundskajen-2a-21628272,21628272,2025-11-15T20:14:03.774520
https://www.hemnet.se/bostad/lagenhet-3rum-sodertorp-malmo-kommun-ingenjorsgatan-18-21642017,21642017,2025-11-15T20:14:03.775502
https://www.hemnet.se/bostad/lagenhet-2rum-limhamn-malmo-kommun-birger-jarlsgatan-28b-21642764,21642764,2025-11-15T20:14:03.776578
https://www.hemnet.se/bostad/lagenhet-3rum-staffanstorps-kommun-namndemansgarden-8c-21642704,21642704,2025-11-15T20:14:03.777596
https://www.hemnet.se/bostad/lagenhet-3rum-eriksfalt-nydala-malmo-kommun-lektorsgatan-3c-21642686,21642686,2025-11-15T20:14:03.778559
https://www.hemnet.se/bostad/lagenhet-4rum-kulladal-malmo-kommun-kulladalsgatan-6a-21642932,21642932,2025-11-15T20:14:03.779511
https://www.hemnet.se/bostad/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-ostra-farmvagen-32d-21606779,21606779,2025-11-15T20:14:03.780590
